settlement_id,payment_id,order_ref,line_type,gross,fee,tax,net,instrument,settled_on,utr
STL0000227,pay00000000e3,ORD0000227,payment,3991.76,79.84,14.37,3897.55,card_credit,2026-01-21,UTR202601210001
STL0000227X,,,adjustment,32.72,0.00,0.00,32.72,card_credit,2026-01-21,UTR202601210001
STL0000228,pay00000000e4,ORD0000228,payment,4579.09,91.58,16.48,4471.03,card_credit,2026-01-02,UTR202601020001
STL0000229,pay00000000e5,ORD0000229,payment,6056.22,121.12,21.80,5913.30,netbanking,2026-01-14,UTR202601140001
STL0000230,pay00000000e6,ORD0000230,payment,929.10,18.58,3.34,907.18,wallet,2026-01-16,UTR202601160001
STL0000231,pay00000000e7,ORD0000231,payment,829.67,16.59,2.99,810.09,card_debit,2026-01-15,UTR202601150001
STL0000232,pay00000000e8,ORD0000232,payment,1767.99,35.36,6.36,1726.27,wallet,2026-01-04,UTR202601040001
STL0000233,pay00000000e9,ORD0000233,payment,9504.28,190.09,34.22,9279.97,card_debit,2026-01-28,UTR202601280001
STL0000234,pay00000000ea,ORD0000234,payment,1540.57,30.81,5.55,1504.21,card_debit,2026-01-12,UTR202601120001
STL0000235,pay00000000eb,ORD0000235,payment,6878.51,137.57,24.76,6716.18,netbanking,2026-01-06,UTR202601060001
STL0000236,pay00000000ec,ORD0000236,payment,5916.19,118.32,21.30,5776.57,wallet,2026-01-28,UTR202601280001
STL0000237,pay00000000ed,ORD0000237,payment,6581.85,131.64,23.70,6426.51,netbanking,2026-01-12,UTR202601120001
STL0000238,pay00000000ee,ORD0000238,payment,3180.30,63.61,11.45,3105.24,card_credit,2026-01-27,UTR202601270001
STL0000239,pay00000000ef,ORD0000239,payment,3259.86,65.20,11.74,3182.92,card_credit,2026-01-16,UTR202601160001
STL0000240,pay00000000f0,ORD0000240,payment,809.58,16.19,2.91,790.48,wallet,2026-01-24,UTR202601240001
STL0000241,pay00000000f1,ORD0000241,payment,6090.19,121.80,21.92,5946.47,card_debit,2026-01-21,UTR202601210001
STL0000242,pay00000000f2,ORD0000242,payment,4992.33,99.85,17.97,4874.51,upi,2026-01-19,UTR202601190001
STL0000243,pay00000000f3,ORD0000243,payment,8785.53,175.71,31.63,8578.19,card_debit,2026-01-14,UTR202601140001
STL0000243X,,,refund,-292.97,0.00,0.00,-292.97,card_debit,2026-01-14,UTR202601140001
STL0000244,pay00000000f4,ORD0000244,payment,5500.25,110.01,19.80,5370.44,card_credit,2026-01-19,UTR202601190001
STL0000246,pay00000000f6,ORD0000246,payment,7118.32,142.37,25.63,6950.32,wallet,2026-01-16,UTR202601160001
STL0000247,pay00000000f7,ORD0000247,payment,3500.55,70.01,12.60,3417.94,card_credit,2026-01-05,UTR202601050001
STL0000248,pay00000000f8,ORD0000248,payment,7329.09,146.58,26.38,7156.13,upi,2026-01-25,UTR202601250001
STL0000249,pay00000000f9,ORD0000249,payment,3954.76,79.10,14.24,3861.42,wallet,2026-01-22,UTR202601220001
STL0000249X,,,refund,-338.24,0.00,0.00,-338.24,wallet,2026-01-22,UTR202601220001
STL0000250,pay00000000fa,ORD0000250,payment,3799.04,75.98,13.68,3709.38,card_debit,2026-01-02,UTR202601020001
STL0000251,pay00000000fb,ORD0000251,payment,8038.73,160.77,28.94,7849.02,card_debit,2026-01-17,UTR202601170001
STL0000251X,,,adjustment,71.28,0.00,0.00,71.28,card_debit,2026-01-17,UTR202601170001
STL0000252,pay00000000fc,ORD0000252,payment,5328.51,106.57,19.18,5202.76,card_credit,2026-01-28,UTR202601280001
STL0000253,pay00000000fd,ORD0000253,payment,6485.52,129.71,23.35,6332.46,card_debit,2026-01-06,UTR202601060001
STL0000254,pay00000000fe,ORD0000254,payment,8090.54,161.81,29.13,7899.60,upi,2026-01-22,UTR202601220001
STL0000255,pay00000000ff,ORD0000255,payment,7097.17,141.94,25.55,6929.68,card_credit,2026-01-27,UTR202601270001
STL0000256,pay0000000100,ORD0000256,payment,8223.74,164.47,29.60,8029.67,card_credit,2026-01-16,UTR202601160001
STL0000257,pay0000000101,ORD0000257,payment,8229.71,164.59,29.63,8035.49,wallet,2026-01-19,UTR202601190001
STL0000258,pay0000000102,ORD0000258,payment,4846.06,96.92,17.45,4731.69,wallet,2026-01-27,UTR202601270001
STL0000259,pay0000000103,ORD0000259,payment,1704.30,34.09,6.14,1664.07,card_debit,2026-01-30,UTR202601300001
STL0000260,pay0000000104,ORD0000260,payment,552.14,11.04,1.99,539.11,wallet,2026-01-23,UTR202601230001
STL0000261,pay0000000105,ORD0000261,payment,7464.57,149.29,26.87,7288.41,card_debit,2026-01-18,UTR202601180001
STL0000262,pay0000000106,ORD0000262,payment,9497.82,189.96,34.19,9273.67,upi,2026-01-19,UTR202601190001
STL0000263,pay0000000107,ORD0000263,payment,2333.23,46.66,8.40,2278.17,upi,2026-01-29,UTR202601290001
STL0000264,pay0000000108,ORD0000264,payment,4162.12,83.24,14.98,4063.90,upi,2026-01-19,UTR202601190001
STL0000265,pay0000000109,ORD0000265,payment,300.56,6.01,1.08,293.47,card_credit,2026-01-14,UTR202601140001
STL0000266,pay000000010a,ORD0000266,payment,1447.83,28.96,5.21,1413.66,card_debit,2026-01-04,UTR202601040001
STL0000267,pay000000010b,ORD0000267,payment,4923.97,98.48,17.73,4807.76,upi,2026-01-16,UTR202601160001
STL0000268,pay000000010c,ORD0000268,payment,8760.22,175.20,31.54,8553.48,card_credit,2026-01-06,UTR202601060001
STL0000269,pay000000010d,ORD0000269,payment,1282.67,25.65,4.62,1252.40,wallet,2026-01-05,UTR202601050001
STL0000270,pay000000010e,ORD0000270,payment,1167.42,23.35,4.20,1139.87,upi,2026-01-30,UTR202601300001
STL0000271,pay000000010f,ORD0000271,payment,6034.80,120.70,21.73,5892.37,upi,2026-01-10,UTR202601100001
STL0000272,pay0000000110,ORD0000272,payment,2527.49,50.55,9.10,2467.84,upi,2026-01-22,UTR202601220001
STL0000273,pay0000000111,ORD0000273,payment,3786.20,75.72,13.63,3696.85,wallet,2026-01-06,UTR202601060001
STL0000274,pay0000000112,ORD0000274,payment,4099.20,81.98,14.76,4002.46,card_credit,2026-01-18,UTR202601180001
STL0000275,pay0000000113,ORD0000275,payment,175.31,3.51,0.63,171.17,upi,2026-01-13,UTR202601130001
STL0000276,pay0000000114,ORD0000276,payment,7713.99,154.28,27.77,7531.94,card_credit,2026-01-26,UTR202601260001
STL0000277,pay0000000115,ORD0000277,payment,8535.25,170.71,30.73,8333.81,netbanking,2026-01-24,UTR202601240001
STL0000278,pay0000000116,ORD0000278,payment,5022.76,100.46,18.08,4904.22,upi,2026-01-22,UTR202601220001
STL0000279,pay0000000117,ORD0000279,payment,9899.41,197.99,35.64,9665.78,upi,2026-01-16,UTR202601160001
STL0000280,pay0000000118,ORD0000280,payment,9293.18,185.86,33.45,9073.87,wallet,2026-01-04,UTR202601040001
STL0000281,pay0000000119,ORD0000281,payment,8555.15,171.10,30.80,8353.25,card_debit,2026-01-19,UTR202601190001
STL0000282,pay000000011a,ORD0000282,payment,9045.17,180.90,32.56,8831.71,card_credit,2026-01-28,UTR202601280001
STL0000283,pay000000011b,ORD0000283,payment,8386.71,167.73,30.19,8188.79,netbanking,2026-01-14,UTR202601140001
STL0000284,pay000000011c,ORD0000284,payment,4059.26,81.19,14.61,3963.46,netbanking,2026-01-14,UTR202601140001
STL0000285,pay000000011d,ORD0000285,payment,8365.20,167.30,30.11,8167.79,netbanking,2026-02-01,
STL0000286,pay000000011e,ORD0000286,payment,5724.71,114.49,20.61,5589.61,card_credit,2026-01-11,UTR202601110001
STL0000287,pay000000011f,ORD0000287,payment,3218.84,64.38,11.59,3142.87,netbanking,2026-01-18,UTR202601180001
STL0000288,pay0000000120,ORD0000288,payment,449.12,8.98,1.62,438.52,card_credit,2026-01-26,UTR202601260001
STL0000289,pay0000000121,ORD0000289,payment,8304.24,166.08,29.89,8108.27,netbanking,2026-01-05,UTR202601050001
STL0000290,pay0000000122,ORD0000290,payment,8405.10,168.10,30.26,8206.74,wallet,2026-01-25,UTR202601250001
STL0000291,pay0000000123,ORD0000291,payment,4599.57,91.99,16.56,4491.02,card_credit,2026-01-03,UTR202601030001
STL0000292,pay0000000124,ORD0000292,payment,9960.88,199.22,35.86,9725.80,netbanking,2026-01-20,UTR202601200001
STL0000293,pay0000000125,ORD0000293,payment,3905.84,78.12,14.06,3813.66,wallet,2026-01-16,UTR202601160001
STL0000294,pay0000000126,ORD0000294,payment,3301.57,66.03,11.89,3223.65,upi,2026-01-22,UTR202601220001
STL0000295,pay0000000127,ORD0000295,payment,5237.85,104.76,18.86,5114.23,upi,2026-01-20,UTR202601200001
STL0000296,pay0000000128,ORD0000296,payment,2734.33,54.69,9.84,2669.80,card_credit,2026-01-26,UTR202601260001
STL0000297,pay0000000129,ORD0000297,payment,5155.60,103.11,18.56,5033.93,netbanking,2026-01-08,UTR202601080001
STL0000298,pay000000012a,ORD0000298,payment,7485.22,149.70,26.95,7308.57,card_credit,2026-01-18,UTR202601180001
STL0000299,pay000000012b,ORD0000299,payment,7445.07,148.90,26.80,7269.37,card_debit,2026-01-05,UTR202601050001
STL0000300,pay000000012c,ORD0000300,payment,9728.70,194.57,35.02,9499.11,wallet,2026-01-25,UTR202601250001
STL0000301,pay000000012d,ORD0000301,payment,2112.43,42.25,7.61,2062.57,upi,2026-01-28,UTR202601280001
STL0000302,pay000000012e,ORD0000302,payment,6005.76,120.12,21.62,5864.02,card_debit,2026-01-15,UTR202601150001
STL0000303,pay000000012f,ORD0000303,payment,909.03,18.18,3.27,887.58,netbanking,2026-01-06,UTR202601060001
STL0000304,pay0000000130,ORD0000304,payment,8070.27,161.41,29.05,7879.81,upi,2026-01-16,UTR202601160001
STL0000305,pay0000000131,ORD0000305,payment,7136.45,142.73,25.69,6968.03,wallet,2026-01-20,UTR202601200001
STL0000306,pay0000000132,ORD0000306,payment,1358.00,27.16,4.89,1325.95,upi,2026-01-15,UTR202601150001
STL0000307,pay0000000133,ORD0000307,payment,3193.97,63.88,11.50,3118.59,card_debit,2026-01-09,UTR202601090001
STL0000308,pay0000000134,ORD0000308,payment,9871.09,197.42,35.54,9638.13,card_credit,2026-01-18,UTR202601180001
STL0000309,pay0000000135,ORD0000309,payment,5780.99,115.62,20.81,5644.56,wallet,2026-01-11,UTR202601110001
STL0000310,pay0000000136,ORD0000310,payment,5274.86,105.50,18.99,5150.37,card_debit,2026-01-24,UTR202601240001
STL0000311,pay0000000137,ORD0000311,payment,6553.13,131.06,23.59,6398.48,upi,2026-01-27,UTR202601270001
STL0000312,pay0000000138,ORD0000312,payment,302.51,6.05,1.09,295.37,card_credit,2026-01-06,UTR202601060001
STL0000313,pay0000000139,ORD0000313,payment,8047.14,160.94,28.97,7857.23,upi,2026-01-22,UTR202601220001
STL0000314,pay000000013a,ORD0000314,payment,6581.29,131.63,23.69,6425.97,netbanking,2026-01-20,UTR202601200001
STL0000315,pay000000013b,ORD0000315,payment,8470.67,169.41,30.49,8270.77,upi,2026-01-24,UTR202601240001
STL0000316,pay000000013c,ORD0000316,payment,1662.59,33.25,5.99,1623.35,card_debit,2026-01-17,UTR202601170001
STL0000317,pay000000013d,ORD0000317,payment,1511.47,30.23,5.44,1475.80,netbanking,2026-01-13,UTR202601130001
STL0000318,pay000000013e,ORD0000318,payment,3890.39,77.81,14.01,3798.57,netbanking,2026-01-18,UTR202601180001
STL0000319,pay000000013f,ORD0000319,payment,4719.35,94.39,16.99,4607.97,card_credit,2026-01-09,UTR202601090001
STL0000320,pay0000000140,ORD0000320,payment,9066.41,181.33,32.64,8852.44,card_credit,2026-01-21,UTR202601210001
STL0000321,pay0000000141,ORD0000321,payment,7566.57,151.33,27.24,7388.00,netbanking,2026-01-12,UTR202601120001
STL0000322,pay0000000142,ORD0000322,payment,4899.91,98.00,17.64,4784.27,upi,2026-01-17,UTR202601170001
STL0000323,pay0000000143,ORD0000323,payment,5354.90,107.10,19.28,5228.52,card_credit,2026-01-18,UTR202601180001
STL0000324,pay0000000144,ORD0000324,payment,3001.28,60.03,10.81,2930.44,netbanking,2026-01-19,UTR202601190001
STL0000325,pay0000000145,ORD0000325,payment,2778.19,55.56,10.00,2712.63,card_credit,2026-01-26,
STL0000326,pay0000000146,ORD0000326,payment,5896.07,117.92,21.23,5756.92,upi,2026-01-09,UTR202601090001
STL0000327,,,payment,4727.30,94.55,17.02,4615.73,wallet,2026-01-28,UTR202601280001
STL0000328,pay0000000148,ORD0000328,payment,4135.37,82.71,14.89,4037.77,card_debit,2026-01-14,UTR202601140001
STL0000329,pay0000000149,ORD0000329,payment,5343.53,106.87,19.24,5217.42,upi,2026-01-14,UTR202601140001
STL0000330,pay000000014a,ORD0000330,payment,3497.18,69.94,12.59,3414.65,card_debit,2026-01-28,UTR202601280001
STL0000331,pay000000014b,ORD0000331,payment,5410.46,108.21,19.48,5282.77,card_credit,2026-01-08,UTR202601080001
STL0000332,pay000000014c,ORD0000332,payment,6469.47,129.39,23.29,6316.79,wallet,2026-01-26,UTR202601260001
STL0000333,pay000000014d,ORD0000333,payment,5586.98,111.74,20.11,5455.13,card_credit,2026-01-17,UTR202601170001
STL0000334,pay000000014e,ORD0000334,payment,1154.28,23.09,4.16,1127.03,upi,2026-01-17,UTR202601170001
STL0000335,pay000000014f,ORD0000335,payment,2789.28,55.79,10.04,2723.45,wallet,2026-01-22,UTR202601220001
STL0000336,,,payment,5501.97,110.04,19.81,5372.12,card_debit,2026-01-24,UTR202601240001
STL0000337,pay0000000151,ORD0000337,payment,1157.33,23.15,4.17,1130.01,netbanking,2026-01-09,UTR202601090001
STL0000338,pay0000000152,ORD0000338,payment,7245.42,144.91,26.08,7074.43,netbanking,2026-01-10,UTR202601100001
STL0000339,pay0000000153,ORD0000339,payment,7720.81,154.42,27.80,7538.59,wallet,2026-01-25,UTR202601250001
STL0000340,pay0000000154,ORD0000340,payment,3413.39,68.27,12.29,3332.83,card_credit,2026-01-24,UTR202601240001
STL0000341,pay0000000155,ORD0000341,payment,4824.92,96.50,17.37,4711.05,card_credit,2026-01-20,UTR202601200001
STL0000342,pay0000000156,ORD0000342,payment,2021.03,40.42,7.28,1973.33,card_debit,2026-01-10,UTR202601100001
STL0000343,pay0000000157,ORD0000343,payment,3125.71,62.51,11.25,3051.95,netbanking,2026-01-26,UTR202601260001
STL0000344,pay0000000158,ORD0000344,payment,3662.46,73.25,13.19,3576.02,wallet,2026-01-19,UTR202601190001
STL0000345,,,payment,3986.38,79.73,14.35,3892.30,card_credit,2026-01-14,UTR202601140001
STL0000346,pay000000015a,ORD0000346,payment,833.68,16.67,3.00,814.01,netbanking,2026-01-14,UTR202601140001
STL0000347,pay000000015b,ORD0000347,payment,8686.70,173.73,31.27,8481.70,card_credit,2026-01-21,UTR202601210001
STL0000348,pay000000015c,ORD0000348,payment,6460.84,129.22,23.26,6308.36,wallet,2026-01-25,UTR202601250001
STL0000349,pay000000015d,ORD0000349,payment,2446.46,48.93,8.81,2388.72,netbanking,2026-01-04,UTR202601040001
STL0000349X,,,chargeback,-8.39,0.00,0.00,-8.39,netbanking,2026-01-04,UTR202601040001
STL0000350,pay000000015e,ORD0000350,payment,5775.86,115.52,20.79,5639.55,netbanking,2026-01-08,UTR202601080001
STL0000351,pay000000015f,ORD0000351,payment,7931.30,158.63,28.55,7744.12,upi,2026-01-13,UTR202601130001
STL0000352,pay0000000160,ORD0000352,payment,943.06,18.86,3.39,920.81,upi,2026-01-24,UTR202601240001
STL0000353,pay0000000161,ORD0000353,payment,1840.68,36.81,6.63,1797.24,netbanking,2026-01-15,UTR202601150001
STL0000354,pay0000000162,ORD0000354,payment,1958.61,39.17,7.05,1912.39,upi,2026-01-25,UTR202601250001
STL0000355,pay0000000163,ORD0000355,payment,6325.63,126.51,22.77,6176.35,wallet,2026-01-06,UTR202601060001
STL0000356,pay0000000164,ORD0000356,payment,9329.56,186.59,33.59,9109.38,card_debit,2026-01-07,UTR202601070001
STL0000357,pay0000000165,ORD0000357,payment,3472.47,139.25,12.50,3320.72,card_debit,2026-01-08,UTR202601080001
STL0000358,pay0000000166,ORD0000358,payment,5958.61,119.17,21.45,5817.99,netbanking,2026-01-25,UTR202601250001
STL0000359,pay0000000167,ORD0000359,payment,5408.10,108.16,19.47,5280.47,upi,2026-01-14,UTR202601140001
STL0000360,pay0000000168,ORD0000360,payment,1479.42,29.59,5.33,1444.50,upi,2026-01-17,UTR202601170001
STL0000361,pay0000000169,ORD0000361,payment,2474.61,49.49,8.91,2416.21,wallet,2026-01-17,UTR202601170001
STL0000362,pay000000016a,ORD0000362,payment,124.91,2.50,0.45,121.96,upi,2026-01-10,UTR202601100001
STL0000363,pay000000016b,ORD0000363,payment,4885.02,97.70,17.59,4769.73,wallet,2026-01-13,UTR202601130001
STL0000364,pay000000016c,ORD0000364,payment,9314.27,186.29,33.53,9094.45,card_credit,2026-01-24,UTR202601240001
STL0000365,pay000000016d,ORD0000365,payment,2320.77,46.42,8.36,2265.99,netbanking,2026-01-09,UTR202601090001
STL0000366,pay000000016e,ORD0000366,payment,6356.63,127.13,22.88,6206.62,netbanking,2026-01-15,UTR202601150001
STL0000367,pay000000016f,ORD0000367,payment,8414.52,168.29,30.29,8215.94,wallet,2026-01-23,UTR202601230001
STL0000368A,pay0000000170,ORD0000368,payment,518.08,10.36,1.86,505.86,card_credit,2026-01-20,UTR202601200001
STL0000368B,pay0000000170,ORD0000368,payment,345.39,6.91,1.24,337.24,card_credit,2026-01-20,UTR202601200001
STL0000369,pay0000000171,ORD0000369,payment,652.58,13.05,2.35,637.18,wallet,2026-01-30,UTR202601300001
STL0000370,pay0000000172,ORD0000370,payment,3445.56,68.91,12.40,3364.25,card_debit,2026-01-20,UTR202601200001
STL0000371,pay0000000173,ORD0000371,payment,5130.73,102.61,18.47,5009.65,netbanking,2026-01-04,UTR202601040001
STL0000372,pay0000000174,ORD0000372,payment,4361.04,87.22,15.70,4258.12,card_credit,2026-01-17,UTR202601170001
STL0000373,pay0000000175,ORD0000373,payment,4156.82,83.14,14.97,4058.71,wallet,2026-01-10,UTR202601100001
STL0000374,pay0000000176,ORD0000374,payment,7349.06,234.43,26.46,7088.17,netbanking,2026-01-04,UTR202601040001
STL0000375,pay0000000177,ORD0000375,payment,8035.28,160.71,28.93,7845.64,netbanking,2026-01-23,UTR202601230001
STL0000376,pay0000000178,ORD0000376,payment,9513.14,190.26,34.25,9288.63,wallet,2026-01-16,UTR202601160001
STL0000377,pay0000000179,ORD0000377,payment,9025.75,180.52,32.49,8812.74,netbanking,2026-01-15,UTR202601150001
STL0000378,pay000000017a,ORD0000378,payment,7637.14,152.74,27.49,7456.91,card_credit,2026-01-09,UTR202601090001
STL0000379,pay000000017b,ORD0000379,payment,7545.24,150.90,27.16,7367.18,card_debit,2026-01-20,UTR202601200001
STL0000380,pay000000017c,ORD0000380,payment,3634.74,72.69,13.08,3548.97,upi,2026-02-03,
STL0000381,pay000000017d,ORD0000381,payment,8037.65,160.75,28.94,7847.96,upi,2026-01-02,UTR202601020001
STL0000382,pay000000017e,ORD0000382,payment,4686.27,93.73,16.87,4575.67,upi,2026-01-23,UTR202601230001
STL0000383,pay000000017f,ORD0000383,payment,2462.22,49.24,8.86,2404.12,card_debit,2026-01-19,UTR202601190001
STL0000384,pay0000000180,ORD0000384,payment,3038.14,60.76,10.94,2966.44,card_credit,2026-01-11,UTR202601110001
STL0000385,pay0000000181,ORD0000385,payment,9193.23,183.86,33.09,8976.28,card_credit,2026-01-07,UTR202601070001
STL0000386,pay0000000182,ORD0000386,payment,5842.61,116.85,21.03,5704.73,netbanking,2026-01-22,UTR202601220001
STL0000387,pay0000000183,ORD0000387,payment,496.61,9.93,1.79,484.89,card_credit,2026-01-15,UTR202601150001
STL0000388,pay0000000184,ORD0000388,payment,4285.90,85.72,15.43,4184.75,wallet,2026-01-06,UTR202601060001
STL0000389,pay0000000185,ORD0000389,payment,8910.98,178.22,32.08,8700.68,card_debit,2026-01-11,UTR202601110001
STL0000390,pay0000000186,ORD0000390,payment,9596.75,191.94,34.55,9370.26,wallet,2026-01-05,UTR202601050001
STL0000391,pay0000000187,ORD0000391,payment,2551.55,51.03,9.19,2491.33,upi,2026-01-12,UTR202601120001
STL0000392,pay0000000188,ORD0000392,payment,8887.83,496.83,32.00,8359.00,card_debit,2026-01-15,UTR202601150001
STL0000393,pay0000000189,ORD0000393,payment,6327.09,126.54,22.78,6177.77,wallet,2026-01-05,UTR202601050001
STL0000394,pay000000018a,ORD0000394,payment,2195.36,43.91,7.90,2143.55,card_debit,2026-01-12,UTR202601120001
STL0000395,pay000000018b,ORD0000395,payment,7779.93,155.60,28.01,7596.32,wallet,2026-01-05,UTR202601050001
STL0000396,pay000000018c,ORD0000396,payment,4163.98,83.28,14.99,4065.71,netbanking,2026-01-10,UTR202601100001
STL0000397,pay000000018d,ORD0000397,payment,6807.33,136.15,24.51,6646.67,wallet,2026-01-14,UTR202601140001
STL0000398,pay000000018e,ORD0000398,payment,4891.40,97.83,17.61,4775.96,card_debit,2026-01-06,UTR202601060001
STL0000399,pay000000018f,ORD0000399,payment,4345.37,86.91,15.64,4242.82,upi,2026-01-03,UTR202601030001
STL0000400,pay0000000190,ORD0000400,payment,9806.65,196.13,35.30,9575.22,card_debit,2026-01-20,UTR202601200001
STL0000401,pay0000000191,ORD0000401,payment,3987.90,79.76,14.36,3893.78,card_credit,2026-01-22,UTR202601220001
STL0000402,pay0000000192,ORD0000402,payment,8620.01,172.40,31.03,8416.58,card_credit,2026-01-17,UTR202601170001
STL0000403,pay0000000193,ORD0000403,payment,7558.03,151.16,27.21,7379.66,upi,2026-01-21,UTR202601210001
STL0000404,pay0000000194,ORD0000404,payment,8803.27,176.07,31.69,8595.51,netbanking,2026-01-04,UTR202601040001
STL0000405,pay0000000195,ORD0000405,payment,6618.38,132.37,23.83,6462.18,upi,2026-01-09,UTR202601090001
STL0000406,pay0000000196,ORD0000406,payment,4786.60,95.73,17.23,4673.64,wallet,2026-01-15,UTR202601150001
STL0000407,pay0000000197,ORD0000407,payment,6918.09,138.36,24.90,6754.83,wallet,2026-01-19,UTR202601190001
STL0000408,pay0000000198,ORD0000408,payment,180.38,3.61,0.65,176.12,upi,2026-01-19,UTR202601190001
STL0000409,pay0000000199,ORD0000409,payment,7322.58,146.45,26.36,7149.77,upi,2026-01-23,UTR202601230001
STL0000410,pay000000019a,ORD0000410,payment,5503.57,110.07,19.81,5373.69,wallet,2026-01-08,UTR202601080001
